2160*1622
27,674
28,675
29,677
30,676
31,676
32,675
33,674
63,693
64,692
65,691
66,691
67,690
68,689
69,689
70,689
71,688
72,688
73,688
74,688
75,688
76,687
77,687
78,685
81,683
82,683
83,684
84,678
85,679
86,679
87,678
88,679
88,861
89,678
89,859
90,678
90,858
91,678
91,857
92,677
92,857
93,677
93,856
94,676
94,855
95,675
95,855
96,675
96,854
97,675
97,853
98,673
98,854
99,673
99,853
100,852
101,851
102,847
104,838
104,845
105,839
106,837
107,837
108,837
109,836
110,836
111,836
112,834
113,834
114,833
115,832
116,832
117,830
118,829
119,828
122,696
123,695
124,693
125,693
126,692
127,692
128,691
129,690
130,690
131,689
132,689
133,687
133,849
134,681
134,687
134,850
135,670
135,680
135,850
136,672
136,849
137,672
137,849
137,1015
138,671
138,849
138,1017
139,670
139,849
139,1019
140,669
140,848
140,1019
141,669
141,849
141,1019
142,668
142,848
142,1020
143,668
143,847
143,1020
144,667
144,848
144,1020
145,666
145,848
145,1020
146,666
146,848
147,663
147,847
148,662
148,847
149,847
150,847
151,847
152,847
153,846
158,845
159,1013
160,1013
161,845
161,1013
162,843
162,1014
163,843
163,1014
164,842
164,1014
165,842
165,1014
166,842
166,1014
167,677
167,842
167,1014
168,677
168,843
168,1014
169,678
169,842
169,1015
170,677
170,842
170,1014
171,677
171,842
171,1015
172,677
172,842
172,1015
173,677
173,841
173,1014
174,678
174,841
174,1015
175,677
175,841
175,1015
176,678
176,840
177,678
177,840
178,677
178,840
179,678
179,840
180,678
180,839
181,678
181,839
182,678
182,1017
183,678
183,1017
184,677
184,1018
185,1017
186,1017
187,1018
188,1018
189,1018
190,1018
190,1178
191,678
191,1019
191,1180
192,679
192,1018
192,1181
193,677
193,1018
193,1183
194,678
194,1018
194,1185
195,678
195,1018
195,1185
196,678
196,832
196,1018
196,1185
197,678
197,834
197,1019
197,1186
198,678
198,835
198,1019
198,1187
199,678
199,835
199,1018
199,1188
200,678
200,836
200,1192
201,678
201,836
201,1192
202,678
202,837
202,1199
203,678
203,838
203,1198
204,678
204,838
204,1199
205,679
205,838
205,1201
206,679
206,839
206,1201
207,678
207,839
207,1200
208,679
208,841
208,1202
209,679
209,845
209,1202
210,1202
211,846
211,853
211,1203
212,851
212,1204
213,853
213,1204
214,853
214,1206
215,854
215,1207
216,854
216,1008
216,1207
217,854
217,1010
218,855
218,1010
219,856
219,1011
220,857
220,1012
