2160*1622
54,587
55,588
56,589
57,589
58,590
59,591
60,592
61,592
62,593
63,594
64,594
65,594
65,599
66,608
67,602
67,609
68,607
69,609
70,609
71,609
72,610
72,814
73,611
73,815
74,612
74,817
75,612
75,817
76,614
76,816
77,615
77,816
78,617
78,815
80,809
81,801
81,807
82,802
83,801
84,800
85,799
86,799
87,799
88,798
89,798
90,796
91,796
92,794
93,793
95,610
96,610
97,611
98,612
99,613
100,613
101,613
102,614
103,614
104,615
105,615
106,615
107,615
108,615
109,616
110,616
111,617
112,616
113,618
114,844
115,842
116,620
116,842
117,841
118,840
119,840
120,625
120,839
121,626
121,838
122,626
122,838
123,625
123,837
124,625
124,837
125,626
125,837
126,626
126,836
127,626
127,836
128,627
129,627
130,627
131,628
131,829
132,628
132,823
133,629
133,823
134,629
134,824
135,630
135,823
136,631
136,822
137,631
137,822
138,631
138,822
139,821
140,820
141,820
142,819
143,818
144,632
144,817
145,633
145,816
146,633
146,1042
147,634
147,1042
148,634
148,1042
149,635
149,1042
150,635
150,1042
151,636
151,1042
152,636
152,1042
153,636
153,1042
154,636
154,1042
155,636
155,1041
156,637
156,1041
157,637
157,1041
158,637
158,1041
159,637
159,1041
160,638
160,1040
161,637
161,1040
162,639
162,1041
163,1041
165,839
166,641
166,839
167,641
167,840
168,842
168,1070
169,644
169,842
169,1071
170,645
170,843
170,1070
171,645
171,843
171,1070
172,645
172,844
172,1070
173,646
173,845
173,1070
174,646
174,845
174,1070
175,646
175,845
175,1069
176,646
176,846
176,1070
177,646
177,847
177,1069
178,647
178,1069
179,647
179,853
179,1070
180,647
180,853
180,860
180,1070
181,648
181,860
181,1069
182,649
182,861
182,1069
183,648
183,861
183,1069
184,649
184,861
184,1069
185,649
185,862
186,650
186,862
187,650
187,863
188,651
188,863
189,865
189,1068
190,865
190,1068
191,867
192,868
193,1067
194,1066
195,1067
196,1067
197,1066
198,649
198,1067
199,650
199,1066
200,652
200,1067
201,652
201,1066
202,653
202,1066
203,654
203,1066
204,654
204,1066
205,655
205,1066
206,656
206,1065
207,656
207,1065
208,656
208,1065
209,656
209,1065
210,657
210,860
211,657
211,862
212,659
212,863
213,863
214,865
215,663
215,865
215,1100
216,663
216,866
216,1100
217,667
217,867
217,1099
218,669
218,867
218,1098
219,669
219,867
219,1099
220,669
220,868
220,1098
221,670
221,868
221,1098
222,670
222,869
222,1098
223,670
223,869
223,1097
224,671
224,870
224,1097
225,672
225,875
225,1097
226,672
226,875
226,1096
227,673
227,1096
228,674
228,878
228,884
228,1096
229,675
229,882
229,1096
230,675
230,884
230,1096
231,677
231,884
231,1096
232,885
232,1096
232,1307
233,885
233,1094
233,1308
234,885
234,1310
235,885
235,1310
236,886
236,1093
236,1310
237,887
237,1310
238,887
238,1310
239,889
239,1092
239,1311
240,889
240,1090
240,1310
241,688
241,891
241,1090
242,689
242,891
242,1090
243,688
243,893
243,1089
244,688
244,1090
245,688
245,1090
245,1313
246,687
246,1089
247,687
247,1089
248,687
248,1089
248,1313
249,687
249,1089
249,1315
250,687
250,1088
250,1316
251,687
251,1088
251,1316
252,687
252,1088
252,1316
253,687
253,1087
253,1316
254,687
254,895
254,1087
254,1317
255,687
255,895
255,1086
255,1316
256,687
256,896
256,1086
256,1317
257,687
257,896
257,1087
257,1317
258,687
258,897
258,1317
259,687
259,897
259,1318
260,897
260,1318
261,897
261,1318
262,898
262,1318
263,897
263,1318
264,685
264,898
264,1319
265,686
265,898
265,1319
266,685
266,898
266,1319
267,686
267,898
268,684
268,898
269,684
269,899
270,684
270,898
271,683
272,684
273,683
274,683
274,1132
275,683
275,900
275,1132
276,683
276,1131
277,683
277,1131
278,683
278,902
278,1130
279,683
279,903
279,1129
280,683
280,903
280,1128
281,683
281,902
281,1111
281,1128
282,682
282,903
282,1110
282,1126
283,682
283,903
283,1110
283,1118
283,1126
284,682
284,903
284,1111
285,682
285,904
285,1110
285,1352
286,682
286,903
286,1109
286,1352
287,904
287,1108
287,1330
287,1353
288,904
288,1108
288,1331
288,1353
289,904
289,1106
289,1330
289,1352
290,904
290,1106
290,1329
290,1352
291,703
291,905
291,1104
291,1332
291,1352
292,704
292,905
292,1102
292,1328
292,1351
293,704
293,906
293,1328
293,1349
294,705
294,906
294,1327
295,705
295,906
295,1328
296,706
296,1330
297,705
298,505
298,706
299,506
299,706
300,497
300,506
300,706
301,505
301,706
302,507
302,706
303,509
303,707
304,509
304,706
305,509
305,706
306,510
306,707
307,511
307,707
311,709
313,913
314,913
315,711
315,913
316,711
316,913
317,712
317,914
318,711
318,915
319,711
319,916
319,934
320,711
320,917
320,935
321,711
321,917
321,925
321,936
322,711
322,916
322,934
323,711
323,936
324,712
324,937
325,712
325,937
326,712
326,938
327,713
327,939
328,507
328,713
328,940
328,1356
329,508
329,713
329,1356
329,1605
330,508
330,713
330,1356
330,1605
331,509
331,713
331,1356
331,1604
332,509
332,1356
332,1603
333,510
333,1357
333,1379
333,1603
334,510
334,1358
334,1379
334,1602
335,511
335,1359
335,1379
335,1602
336,511
336,1359
336,1368
336,1379
336,1602
337,512
337,1360
337,1377
337,1601
338,512
338,1380
338,1601
339,512
339,1381
339,1597
339,1602
340,513
340,1381
340,1595
341,513
341,606
341,1382
342,514
342,1382
342,1588
342,1593
343,513
343,1383
343,1588
344,514
344,1588
345,512
345,516
345,1587
346,1587
347,1587
348,518
348,1586
349,519
349,1585
350,518
350,1585
351,1584
352,523
352,1583
353,523
353,721
353,1582
354,523
354,722
354,1580
355,524
355,721
355,744
355,1580
356,523
356,721
356,745
357,523
357,614
357,720
357,745
358,524
358,720
358,746
359,524
359,733
360,525
360,721
360,733
360,747
360,1160
361,525
361,621
361,721
361,746
361,963
361,1161
362,526
362,722
362,746
362,964
362,1163
363,526
363,744
363,964
363,1163
364,526
364,964
364,1165
365,527
365,964
365,1165
365,1408
366,528
366,942
366,963
366,1166
366,1407
367,528
367,942
367,961
367,1166
367,1407
368,529
368,942
368,957
368,1167
368,1406
369,529
369,942
369,961
369,1166
369,1405
370,940
370,958
370,1166
370,1405
371,940
371,1167
371,1404
372,940
372,1167
372,1403
373,938
373,1169
373,1403
374,939
374,1403
375,1403
376,1403
377,1174
377,1402
378,1180
378,1402
379,1180
380,1180
381,1180
382,1181
383,528
383,1181
384,529
384,1181
384,1393
385,530
385,1181
385,1393
386,531
386,1182
386,1393
387,532
387,1183
387,1393
388,532
388,1184
388,1392
389,533
389,1185
389,1392
390,533
390,1186
390,1391
391,534
391,1186
391,1391
392,535
392,1391
393,535
393,774
393,1390
394,536
394,772
394,1389
395,540
395,771
395,1388
396,770
396,984
396,1388
397,549
397,770
397,983
397,1387
398,547
398,769
398,984
399,548
399,769
399,983
400,548
400,768
400,983
401,549
401,767
401,983
402,550
402,766
402,982
403,550
403,766
403,982
404,551
404,765
404,982
405,551
405,760
405,766
405,982
406,552
406,982
406,1425
407,554
407,750
407,758
407,981
407,1425
408,554
408,751
408,981
408,1425
409,556
409,750
409,981
409,1425
410,750
410,981
410,1426
411,749
411,980
411,1425
412,749
412,979
412,1426
413,748
413,1214
413,1426
414,748
414,1214
414,1426
415,747
415,978
415,1213
415,1426
416,746
416,1212
416,1426
417,745
417,1212
417,1426
418,743
418,1211
418,1426
419,742
419,976
419,1210
419,1426
420,976
420,1192
420,1209
420,1426
421,976
421,1193
421,1202
421,1209
421,1426
422,975
422,1195
422,1210
423,975
423,1193
424,975
424,1192
425,975
425,1191
426,580
426,975
426,1190
427,578
427,974
427,1190
428,578
428,974
428,1189
429,576
429,974
429,1188
430,575
430,974
430,1186
430,1428
431,575
431,973
431,1428
432,574
432,973
432,1428
433,574
433,973
433,1428
434,574
434,789
434,972
434,1428
435,573
435,789
435,1429
436,572
436,789
436,1428
437,572
437,788
437,1429
438,572
438,788
438,1429
439,572
439,788
439,1429
440,572
440,788
440,1429
441,571
441,787
441,1429
442,787
442,1429
443,787
443,1429
444,787
444,1429
445,566
445,787
445,1429
446,787
446,1429
447,561
447,787
448,560
448,786
449,559
449,786
450,560
451,559
452,559
453,559
453,784
454,558
455,557
456,558
457,557
457,783
458,556
458,782
459,555
459,782
460,555
460,782
461,554
461,782
461,1219
461,1241
461,1471
462,553
462,782
462,1218
462,1242
462,1471
463,553
463,782
463,1217
463,1243
463,1470
464,782
464,1218
464,1242
464,1470
465,781
465,1217
465,1244
465,1468
466,781
466,1220
466,1243
466,1467
467,781
467,1218
467,1242
467,1467
468,781
468,1216
468,1244
468,1467
469,780
469,1217
469,1244
469,1448
469,1465
470,780
470,1219
470,1243
470,1448
470,1457
470,1466
471,780
471,1241
471,1450
471,1463
472,779
472,1448
473,779
473,1447
474,1447
475,1446
476,1445
477,1445
478,1443
479,1443
480,1440
485,580
486,580
487,578
488,579
488,599
488,687
489,579
489,601
490,580
490,602
491,582
491,601
492,582
492,601
492,799
492,1273
493,581
493,603
493,798
493,1272
494,579
494,603
494,799
494,1271
495,603
495,799
495,1270
496,603
496,800
496,1270
497,800
497,1269
498,801
498,820
498,1268
499,803
499,821
499,1268
500,802
500,812
500,821
500,1022
500,1268
501,811
501,821
501,1022
501,1267
502,822
502,1021
502,1267
502,1474
503,822
503,1021
503,1044
503,1267
503,1473
504,824
504,1022
504,1044
504,1266
504,1475
505,824
505,1023
505,1045
505,1266
505,1475
506,825
506,1024
506,1042
506,1266
506,1476
507,1025
507,1045
507,1265
507,1477
508,1025
508,1047
508,1263
508,1477
509,1047
509,1478
510,1047
510,1478
511,1047
511,1260
511,1479
512,1480
513,1258
513,1479
513,1486
514,1254
514,1480
514,1497
515,1254
515,1489
515,1497
516,1254
516,1497
517,1254
517,1497
518,1253
518,1498
519,1253
519,1499
520,1253
